english_name,indonesian_name,is_dangerous
AUREOBASIDIUM PULLULANS/SCHISANDRA CHINENSIS FRUIT/POLYGONATUM SIBIRICUM RHIZOME/ROOT EXTRACT FERMENT FILTRATE,AUREOBASIDIUM PULLULANS/SCHISANDRA CHINENSIS FRUIT/POLYGONATUM SIBIRICUM RHIZOME/ROOT EXTRACT FERMENT FILTRATE,False
AUREOBASIDIUM PULLULANS/SUCROSE FERMENT FILTRATE EXTRACT,AUREOBASIDIUM PULLULANS/SUCROSE FERMENT FILTRATE EXTRACT,False
AURICULARIA POLYTRICHA FRUITING BODY EXTRACT,AURICULARIA POLYTRICHA FRUITING BODY EXTRACT,False
AUXENOCHLORELLA PROTOTHECOIDES LYSATE FILTRATE,AUXENOCHLORELLA PROTOTHECOIDES LYSATE FILTRATE,False
AVENA SATIVA BRAN,AVENA SATIVA BRAN,False
AVENA SATIVA BRAN EXTRACT,AVENA SATIVA BRAN EXTRACT,False
AVENA SATIVA FLOWER/LEAF/STEM JUICE,AVENA SATIVA FLOWER/LEAF/STEM JUICE,False
AVENA SATIVA HULL FIBER,AVENA SATIVA HULL FIBER,False
AVENA SATIVA KERNEL EXTRACT,AVENA SATIVA KERNEL EXTRACT,False
AVENA SATIVA KERNEL FLOUR,AVENA SATIVA KERNEL FLOUR,False
AVENA SATIVA KERNEL MEAL,AVENA SATIVA KERNEL MEAL,False
AVENA SATIVA KERNEL OIL,AVENA SATIVA KERNEL OIL,False
AVENA SATIVA KERNEL PROTEIN,AVENA SATIVA KERNEL PROTEIN,False
AVENA SATIVA LEAF EXTRACT,AVENA SATIVA LEAF EXTRACT,False
AVENA SATIVA LEAF/STALK EXTRACT,AVENA SATIVA LEAF/STALK EXTRACT,False
AVENA SATIVA LEAF/STEM EXTRACT,AVENA SATIVA LEAF/STEM EXTRACT,False
AVENA SATIVA MEAL EXTRACT,AVENA SATIVA MEAL EXTRACT,False
AVENA SATIVA MERISTEM CELL EXTRACT,AVENA SATIVA MERISTEM CELL EXTRACT,False
AVENA SATIVA PROTEIN EXTRACT,AVENA SATIVA PROTEIN EXTRACT,False
AVENA SATIVA SEED WATER,AVENA SATIVA SEED WATER,False
AVENA SATIVA SPROUT OIL,AVENA SATIVA SPROUT OIL,False
AVENA SATIVA STRAW EXTRACT,AVENA SATIVA STRAW EXTRACT,False
AVENA STRIGOSA SEED EXTRACT,AVENA STRIGOSA SEED EXTRACT,False
AVENANTHRAMIDES,AVENANTHRAMIDES,False
AVERRHOA BILIMBI LEAF EXTRACT,AVERRHOA BILIMBI LEAF EXTRACT,False
AVERRHOA CARAMBOLA LEAF EXTRACT,AVERRHOA CARAMBOLA LEAF EXTRACT,False
AVOCADAMIDE DEA,AVOCADAMIDE DEA,False
AVOCADAMIDE DIPA,AVOCADAMIDE DIPA,False
AVOCADAMIDOPROPALKONIUM CHLORIDE,AVOCADAMIDOPROPALKONIUM CHLORIDE,False
AVOCADAMIDOPROPYL BETAINE,AVOCADAMIDOPROPYL BETAINE,False
AVOCADAMIDOPROPYL DIMETHYLAMINE,AVOCADAMIDOPROPYL DIMETHYLAMINE,False
AVOCADO OIL GLYCERETH-8 ESTERS,AVOCADO OIL GLYCERETH-8 ESTERS,False
AVOCADO OIL PEG-11 ESTERS,AVOCADO OIL PEG-11 ESTERS,False
AVOCADO OIL PEG-8 ESTERS,AVOCADO OIL PEG-8 ESTERS,False
AVOCADO OIL POLYGLYCERYL-6 ESTERS,AVOCADO OIL POLYGLYCERYL-6 ESTERS,False
AVOCADO OIL PROPYLENE GLYCOL ESTERS,AVOCADO OIL PROPYLENE GLYCOL ESTERS,False
AZADIRACHTA INDICA BARK/SEED EXTRACT,AZADIRACHTA INDICA BARK/SEED EXTRACT,False
AZADIRACHTA INDICA LEAF EXTRACT,AZADIRACHTA INDICA LEAF EXTRACT,False
AZADIRACHTA INDICA LEAF OIL,AZADIRACHTA INDICA LEAF OIL,False
AZELAIC ACID,AZELAIC ACID,False
AZELAIC ACID/POLYGLYCERYL-3 COPOLYMER,AZELAIC ACID/POLYGLYCERYL-3 COPOLYMER,False
AZELAMIDE MEA,AZELAMIDE MEA,False
AZELAMIDOPROPYL DIMETHYL AMINE,AZELAMIDOPROPYL DIMETHYL AMINE,False
AZELAOYL BIS-DIPEPTIDE-10,AZELAOYL BIS-DIPEPTIDE-10,False
AZELAOYL DIPEPTIDE-27,AZELAOYL DIPEPTIDE-27,False
AZELAOYL OCTAPEPTIDE-9,AZELAOYL OCTAPEPTIDE-9,False
AZELAOYL PENTAPEPTIDE-37,AZELAOYL PENTAPEPTIDE-37,False
AZELAOYL TETRAPEPTIDE-32,AZELAOYL TETRAPEPTIDE-32,False
AZELAOYL TRIPEPTIDE-1,AZELAOYL TRIPEPTIDE-1,False
AZELOYL DIETHYL SALICYLATE,AZELOYL DIETHYL SALICYLATE,False
AZIRIDINE,AZIRIDINE,False
AZOLLA IMBRICATA EXTRACT,AZOLLA IMBRICATA EXTRACT,False
AZULENE,AZULENE,False
AZURITE,AZURITE,False
AZURITE EXTRACT,AZURITE EXTRACT,False
BABASSU ACID,BABASSU ACID,False
BABASSU OIL GLYCERETH-8 ESTERS,BABASSU OIL GLYCERETH-8 ESTERS,False
BABASSU OIL POLYGLYCERYL-4 ESTERS,BABASSU OIL POLYGLYCERYL-4 ESTERS,False
BABASSU OIL POLYGLYCERYL-6 ESTERS,BABASSU OIL POLYGLYCERYL-6 ESTERS,False
BABASSU SEED OIL ETHYL ESTERS,BABASSU SEED OIL ETHYL ESTERS,False
BABASSUAMIDE DEA,BABASSUAMIDE DEA,False
BABASSUAMIDE MEA,BABASSUAMIDE MEA,False
BABASSUAMIDOPROPALKONIUM CHLORIDE,BABASSUAMIDOPROPALKONIUM CHLORIDE,False
BABASSUAMIDOPROPYL BETAINE,BABASSUAMIDOPROPYL BETAINE,False
BABASSUAMIDOPROPYL DIMETHYLAMINE,BABASSUAMIDOPROPYL DIMETHYLAMINE,False
BABASSUAMIDOPROPYLAMINE OXIDE,BABASSUAMIDOPROPYLAMINE OXIDE,False
BABASSUAMIDOPROPYLTRIMONIUM CHLORIDE,BABASSUAMIDOPROPYLTRIMONIUM CHLORIDE,False
BABASSUAMIDOPROPYLTRIMONIUM METHOSULFATE,BABASSUAMIDOPROPYLTRIMONIUM METHOSULFATE,False
BACCHARIS DRACUNCULIFOLIA HERB EXTRACT,BACCHARIS DRACUNCULIFOLIA HERB EXTRACT,False
BACCHARIS DRACUNCULIFOLIA HERB OIL,BACCHARIS DRACUNCULIFOLIA HERB OIL,False
BACILLUS,BACILLUS,False
BACILLUS FERMENT FILTRATE,BACILLUS FERMENT FILTRATE,False
BACILLUS FERMENT FILTRATE EXTRACT,BACILLUS FERMENT FILTRATE EXTRACT,False
BACILLUS/(ASPARAGUS COCHINCHINENSIS/LYCIUM CHINENSE/OPHIOPOGON JAPONICUS/PANAX GINSENG/REHMANNIA GLUTINOSA) ROOT/PORIA COCOS FERMENT FILTRATE,BACILLUS/(ASPARAGUS COCHINCHINENSIS/LYCIUM CHINENSE/OPHIOPOGON JAPONICUS/PANAX GINSENG/REHMANNIA GLUTINOSA) ROOT/PORIA COCOS FERMENT FILTRATE,False
BACILLUS/(PINUS DENSIFLORA/PARVIFLORA/THUNBERGII) LEAF/SOYBEAN FERMENT FILTRATE,BACILLUS/(PINUS DENSIFLORA/PARVIFLORA/THUNBERGII) LEAF/SOYBEAN FERMENT FILTRATE,False
BACILLUS/APHANIZOMENON FLOS-AQUAE/SOYBEAN FERMENT FILTRATE,BACILLUS/APHANIZOMENON FLOS-AQUAE/SOYBEAN FERMENT FILTRATE,False
BACILLUS/APRICOT SEED/ARTEMISIA ANNUA EXTRACT/PHASEOLUS ANGULARIS SEED/SOYBEAN SEED/WHEAT BRAN/XANTHIUM STRUMARIUM FRUIT EXTRACT FERMENT EXTRACT,BACILLUS/APRICOT SEED/ARTEMISIA ANNUA EXTRACT/PHASEOLUS ANGULARIS SEED/SOYBEAN SEED/WHEAT BRAN/XANTHIUM STRUMARIUM FRUIT EXTRACT FERMENT EXTRACT,False
BACILLUS/CAMELLIA JAPONICA SEED FERMENT OIL,BACILLUS/CAMELLIA JAPONICA SEED FERMENT OIL,False
BACILLUS/CAMELLIA JAPONICA SEED/SOYBEAN FERMENT EXTRACT,BACILLUS/CAMELLIA JAPONICA SEED/SOYBEAN FERMENT EXTRACT,False
BACILLUS/CINNAMOMUM CASSIA BARK/MOMORDICA CHARANTIA/OPUNTIA HUMIFUSA FRUIT/ALOE VERA/ARTEMISIA VULGARIS/CAMELLIA SINENSIS/NELUMBO NUCIFERA LEAF/PUERARIA THUNBERGIANA ROOT FERMENT FILTRATE,BACILLUS/CINNAMOMUM CASSIA BARK/MOMORDICA CHARANTIA/OPUNTIA HUMIFUSA FRUIT/ALOE VERA/ARTEMISIA VULGARIS/CAMELLIA SINENSIS/NELUMBO NUCIFERA LEAF/PUERARIA THUNBERGIANA ROOT FERMENT FILTRATE,False
BACILLUS/CITRUS UNSHIU PEEL EXTRACT FERMENT FILTRATE,BACILLUS/CITRUS UNSHIU PEEL EXTRACT FERMENT FILTRATE,False
BACILLUS/CLADOSIPHON OKAMURANUS/SOYBEAN FERMENT FILTRATE,BACILLUS/CLADOSIPHON OKAMURANUS/SOYBEAN FERMENT FILTRATE,False
BACILLUS/CLOVER FLOWER/SOYBEAN FERMENT FILTRATE,BACILLUS/CLOVER FLOWER/SOYBEAN FERMENT FILTRATE,False
BACILLUS/COIX LACRYMA-JOBI MA-YUEN SEED/SOYBEAN FERMENT FILTRATE,BACILLUS/COIX LACRYMA-JOBI MA-YUEN SEED/SOYBEAN FERMENT FILTRATE,False
BACILLUS/COMAMONAS/LYSINIBACILLUS/NONFAT DRY MILK/HYDROLYZED SEA BREAM SCALES FERMENT FILTRATE,BACILLUS/COMAMONAS/LYSINIBACILLUS/NONFAT DRY MILK/HYDROLYZED SEA BREAM SCALES FERMENT FILTRATE,False
BACILLUS/CORCHORUS OLITORIUS LEAF FERMENT FILTRATE,BACILLUS/CORCHORUS OLITORIUS LEAF FERMENT FILTRATE,False
BACILLUS/CORDYCEPS SINENSIS/GANODERMA LUCIDUM/INONOTUS OBLIQUUS/LENTINUS EDODES/PHELLINUS LINTEUS/SCHIZOPHYLLUM COMMUNE/TRICHOLOMA MATSUTAKE EXTRACT FERMENT FILTRATE,BACILLUS/CORDYCEPS SINENSIS/GANODERMA LUCIDUM/INONOTUS OBLIQUUS/LENTINUS EDODES/PHELLINUS LINTEUS/SCHIZOPHYLLUM COMMUNE/TRICHOLOMA MATSUTAKE EXTRACT FERMENT FILTRATE,False
BACILLUS/CORN SEED FERMENT FILTRATE,BACILLUS/CORN SEED FERMENT FILTRATE,False
BACILLUS/CORN STEEP SOLIDS FERMENT FILTRATE,BACILLUS/CORN STEEP SOLIDS FERMENT FILTRATE,False
BACILLUS/DENDROPANAX MORBIFERA SAP EXTRACT/SOYBEAN FERMENT FILTRATE,BACILLUS/DENDROPANAX MORBIFERA SAP EXTRACT/SOYBEAN FERMENT FILTRATE,False
BACILLUS/DENDROPANAX MORBIFERUS SAP EXTRACT/SOYBEAN FERMENT FILTRATE,BACILLUS/DENDROPANAX MORBIFERUS SAP EXTRACT/SOYBEAN FERMENT FILTRATE,False
BACILLUS/DIMOCARPUS LONGAN FRUIT/SOYBEAN FERMENT FILTRATE,BACILLUS/DIMOCARPUS LONGAN FRUIT/SOYBEAN FERMENT FILTRATE,False
BACILLUS/DIOSPYROS KAKI LEAF/SOYBEAN FERMENT EXTRACT FILTRATE,BACILLUS/DIOSPYROS KAKI LEAF/SOYBEAN FERMENT EXTRACT FILTRATE,False
BACILLUS/FIG FRUIT/SOYBEAN FERMENT FILTRATE,BACILLUS/FIG FRUIT/SOYBEAN FERMENT FILTRATE,False
BACILLUS/FLAVOBACTERIUM MULTIVORUM/EXTRACT/SODIUM CARBONATE FERMENT FILTRATE,BACILLUS/FLAVOBACTERIUM MULTIVORUM/EXTRACT/SODIUM CARBONATE FERMENT FILTRATE,False
BACILLUS/FLAVOBACTERIUM PSYCHROPHILUM/BUTYLENE GLYCOL/CODIUM FRAGILE/ENTEROMORPHA COMPRESSA/SARGASSUM FUSIFORME EXTRACT/FERMENT FILTRATE,BACILLUS/FLAVOBACTERIUM PSYCHROPHILUM/BUTYLENE GLYCOL/CODIUM FRAGILE/ENTEROMORPHA COMPRESSA/SARGASSUM FUSIFORME EXTRACT/FERMENT FILTRATE,False
BACILLUS/FOLIC ACID FERMENT FILTRATE EXTRACT,BACILLUS/FOLIC ACID FERMENT FILTRATE EXTRACT,False
BACILLUS/FOLIC ACID/SOYBEAN FERMENT EXTRACT,BACILLUS/FOLIC ACID/SOYBEAN FERMENT EXTRACT,False
BACILLUS/GLUTAMIC ACID FERMENT FILTRATE,BACILLUS/GLUTAMIC ACID FERMENT FILTRATE,False
BACILLUS/HIPPOPHAE RHAMNOIDES FRUIT FERMENT EXTRACT,BACILLUS/HIPPOPHAE RHAMNOIDES FRUIT FERMENT EXTRACT,False
BACILLUS/HOUTTUYNIA CORDATA LEAF EXTRACT/VOLCANIC ASH FERMENT FILTRATE,BACILLUS/HOUTTUYNIA CORDATA LEAF EXTRACT/VOLCANIC ASH FERMENT FILTRATE,False
BACILLUS/HOUTTUYNIA CORDATA LEAF/SOYBEAN FERMENT FILTRATE,BACILLUS/HOUTTUYNIA CORDATA LEAF/SOYBEAN FERMENT FILTRATE,False
BACILLUS/KURODA'S SEA HARE EXTRACT FERMENT FILTRATE,BACILLUS/KURODA'S SEA HARE EXTRACT FERMENT FILTRATE,False
BACILLUS/LACTOBACILLUS/MONASCUS/RICE BRAN EXTRACT/SOYBEAN EXTRACT FERMENT FILTRATE,BACILLUS/LACTOBACILLUS/MONASCUS/RICE BRAN EXTRACT/SOYBEAN EXTRACT FERMENT FILTRATE,False
BACILLUS/LACTOBACILLUS/PONCIRUS TRIFOLIATA FRUIT EXTRACT FERMENT FILTRATE,BACILLUS/LACTOBACILLUS/PONCIRUS TRIFOLIATA FRUIT EXTRACT FERMENT FILTRATE,False
BACILLUS/LACTOBACILLUS/RHODOPSEUDOMONAS/SACCHAROMYCES/ROOT/SESAME SEED/LEAF/LAVANDULA ANGUSTIFOLIA FLOWER/GLYCYRRHIZA URALENSIS EXTRACT FERMENT FILTRATE,BACILLUS/LACTOBACILLUS/RHODOPSEUDOMONAS/SACCHAROMYCES/ROOT/SESAME SEED/LEAF/LAVANDULA ANGUSTIFOLIA FLOWER/GLYCYRRHIZA URALENSIS EXTRACT FERMENT FILTRATE,False
BACILLUS/LACTOBACILLUS/SACCHAROMYCES/COLLOIDAL GOLD/HYALURONIC ACID/RICE BRAN FERMENT FILTRATE,BACILLUS/LACTOBACILLUS/SACCHAROMYCES/COLLOIDAL GOLD/HYALURONIC ACID/RICE BRAN FERMENT FILTRATE,False
BACILLUS/LACTOBACILLUS/SACCHAROMYCES/RICE BRAN FERMENT FILTRATE,BACILLUS/LACTOBACILLUS/SACCHAROMYCES/RICE BRAN FERMENT FILTRATE,False
BACILLUS/LACTOBACILLUS/STEVIA REBAUDIANA STALK EXTRACT FERMENT FILTRATE,BACILLUS/LACTOBACILLUS/STEVIA REBAUDIANA STALK EXTRACT FERMENT FILTRATE,False
BACILLUS/LACTOBACILLUS/STREPTOCOCCUS THERMOPHILUS/ALPINIA SPECIOSA LEAF EXTRACT FERMENT FILTRATE,BACILLUS/LACTOBACILLUS/STREPTOCOCCUS THERMOPHILUS/ALPINIA SPECIOSA LEAF EXTRACT FERMENT FILTRATE,False
BACILLUS/LITHOSPERMUM ERYTHRORHIZON ROOT/SOYBEAN FERMENT FILTRATE,BACILLUS/LITHOSPERMUM ERYTHRORHIZON ROOT/SOYBEAN FERMENT FILTRATE,False
BACILLUS/LYCIUM CHINENSE FRUIT/REHMANNIA GLUTINOSA ROOT/CUSCUTA CHINENSIS FRUIT/CISTANCHE DESERTICOLA/ZANTHOXYLUM PIPERITUM FRUIT/CHRYSANTHEMUM MORIFOLIUM FRUIT/PORIA COCOS/ CINNAMOMUM CASSIA FERMENT,BACILLUS/LYCIUM CHINENSE FRUIT/REHMANNIA GLUTINOSA ROOT/CUSCUTA CHINENSIS FRUIT/CISTANCHE DESERTICOLA/ZANTHOXYLUM PIPERITUM FRUIT/CHRYSANTHEMUM MORIFOLIUM FRUIT/PORIA COCOS/ CINNAMOMUM CASSIA FERMENT,False
BACILLUS/MONASCUS/ABELMOSCHUS ESCULENTUS SPROUT/RICE BRAN FERMENT FILTRATE,BACILLUS/MONASCUS/ABELMOSCHUS ESCULENTUS SPROUT/RICE BRAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/ACANTHOPANAX SENTICOSUS ROOT/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/ACANTHOPANAX SENTICOSUS ROOT/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/APHANIZOMENON FLOS-AQUAE/RICE BRAN FERMENT FILTRATE,BACILLUS/MONASCUS/APHANIZOMENON FLOS-AQUAE/RICE BRAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/ARALIA CORDATA ROOT/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/ARALIA CORDATA ROOT/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/BORAGO OFFICINALIS SEED/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/BORAGO OFFICINALIS SEED/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/CAPSELLA BURSA-PASTORIS LEAF/RICE BRAN FERMENT FILTRATE,BACILLUS/MONASCUS/CAPSELLA BURSA-PASTORIS LEAF/RICE BRAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/CAVIAR/RICE BRAN FERMENT FILTRATE,BACILLUS/MONASCUS/CAVIAR/RICE BRAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/ENGELHARDIA ROXBURGHIANA LEAF/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/ENGELHARDIA ROXBURGHIANA LEAF/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/EQUISETUM ARVENSE LEAF/SOYBEAN SEED FERMENT FILTRATE,BACILLUS/MONASCUS/EQUISETUM ARVENSE LEAF/SOYBEAN SEED FERMENT FILTRATE,False
BACILLUS/MONASCUS/FORTUNELLA JAPONICA FRUIT/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/FORTUNELLA JAPONICA FRUIT/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/GERMINATED LEONTOPODIUM ALPINUM ROOT/RICE BRAN FERMENT FILTRATE,BACILLUS/MONASCUS/GERMINATED LEONTOPODIUM ALPINUM ROOT/RICE BRAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/GRAPE SPROUT/RICE BRAN FERMENT FILTRATE,BACILLUS/MONASCUS/GRAPE SPROUT/RICE BRAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/HOUTTUYNIA CORDATA LEAF/RICE BRAN FERMENT FILTRATE,BACILLUS/MONASCUS/HOUTTUYNIA CORDATA LEAF/RICE BRAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/KRILL/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/KRILL/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/LAVANDULA ANGUSTIFOLIA SPROUT/RICE BRAN FERMENT FILTRATE,BACILLUS/MONASCUS/LAVANDULA ANGUSTIFOLIA SPROUT/RICE BRAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/MALLOTUS JAPONICUS LEAF/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/MALLOTUS JAPONICUS LEAF/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/PERILLA OCYMOIDES SPROUT/RICE BRAN FERMENT FILTRATE,BACILLUS/MONASCUS/PERILLA OCYMOIDES SPROUT/RICE BRAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/PISTACIA VERA FRUIT/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/PISTACIA VERA FRUIT/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/PLUKENETIA VOLUBILIS SEED/RICE BRAN FERMENT FILTRATE,BACILLUS/MONASCUS/PLUKENETIA VOLUBILIS SEED/RICE BRAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/PRUNELLA VULGARIS FLOWER/LEAF/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/PRUNELLA VULGARIS FLOWER/LEAF/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/PRUNUS TOMENTOSA FRUIT/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/PRUNUS TOMENTOSA FRUIT/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/PSILOTUM NUDUM LEAF/RICE BRAN FERMENT FILTRATE,BACILLUS/MONASCUS/PSILOTUM NUDUM LEAF/RICE BRAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/PSOPHOCARPUS TETRAGONOLOBUS SEED FERMENT FILTRATE,BACILLUS/MONASCUS/PSOPHOCARPUS TETRAGONOLOBUS SEED FERMENT FILTRATE,False
BACILLUS/MONASCUS/PUERARIA MIRIFICA ROOT/RICE BRAN FERMENT FILTRATE,BACILLUS/MONASCUS/PUERARIA MIRIFICA ROOT/RICE BRAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/PUNICA GRANATUM FRUIT/RICE BRAN FERMENT FILTRATE,BACILLUS/MONASCUS/PUNICA GRANATUM FRUIT/RICE BRAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/PUNICA GRANATUM FRUIT/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/PUNICA GRANATUM FRUIT/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/RICE BRAN/ROYAL JELLY FERMENT FILTRATE,BACILLUS/MONASCUS/RICE BRAN/ROYAL JELLY FERMENT FILTRATE,False
BACILLUS/MONASCUS/RICE BRAN/TAGETES ERECTA SPROUT FERMENT FILTRATE,BACILLUS/MONASCUS/RICE BRAN/TAGETES ERECTA SPROUT FERMENT FILTRATE,False
BACILLUS/MONASCUS/SESAME SEED/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/SESAME SEED/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/TYPHA ANGUSTIFOLIA FLOWER/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/TYPHA ANGUSTIFOLIA FLOWER/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/VANDA COERULEA CALLUS/RICE BRAN FERMENT FILTRATE,BACILLUS/MONASCUS/VANDA COERULEA CALLUS/RICE BRAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/WALNUT SHELL/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/WALNUT SHELL/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MONASCUS/ZIZYPHUS JUJUBA FRUIT/SOYBEAN FERMENT FILTRATE,BACILLUS/MONASCUS/ZIZYPHUS JUJUBA FRUIT/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MORCHELLA ESCULENTA/SOYBEAN FERMENT FILTRATE,BACILLUS/MORCHELLA ESCULENTA/SOYBEAN FERMENT FILTRATE,False
BACILLUS/MORUS ALBA LEAF/SOYBEAN SEED FERMENT FILTRATE,BACILLUS/MORUS ALBA LEAF/SOYBEAN SEED FERMENT FILTRATE,False
BACILLUS/NELUMBO NUCIFERA LEAF EXTRACT FERMENT FILTRATE,BACILLUS/NELUMBO NUCIFERA LEAF EXTRACT FERMENT FILTRATE,False
BACILLUS/PANAX GINSENG ROOT FERMENT FILTRATE,BACILLUS/PANAX GINSENG ROOT FERMENT FILTRATE,False
BACILLUS/PENTACLETHRA MACROLOBA SEED OIL FERMENT EXTRACT FILTRATE,BACILLUS/PENTACLETHRA MACROLOBA SEED OIL FERMENT EXTRACT FILTRATE,False
BACILLUS/POLYGONUM TINCTORIUM FLOWER FERMENT EXTRACT FILTRATE,BACILLUS/POLYGONUM TINCTORIUM FLOWER FERMENT EXTRACT FILTRATE,False
BACILLUS/POLYGONUM TINCTORIUM LEAF FERMENT EXTRACT FILTRATE,BACILLUS/POLYGONUM TINCTORIUM LEAF FERMENT EXTRACT FILTRATE,False
BACILLUS/PRUNUS MUME FRUIT EXTRACT FERMENT FILTRATE,BACILLUS/PRUNUS MUME FRUIT EXTRACT FERMENT FILTRATE,False
BACILLUS/RHODODENDRON WEYRICHII FLOWER FERMENT EXTRACT FILTRATE,BACILLUS/RHODODENDRON WEYRICHII FLOWER FERMENT EXTRACT FILTRATE,False
BACILLUS/RICE BRAN EXTRACT/SOYBEAN EXTRACT FERMENT FILTRATE,BACILLUS/RICE BRAN EXTRACT/SOYBEAN EXTRACT FERMENT FILTRATE,False
BACILLUS/RICE BRAN/HONEY FERMENT,BACILLUS/RICE BRAN/HONEY FERMENT,False
BACILLUS/RICE FERMENT LEES FERMENT FILTRATE,BACILLUS/RICE FERMENT LEES FERMENT FILTRATE,False
BACILLUS/RICE LEES FERMENT FILTRATE,BACILLUS/RICE LEES FERMENT FILTRATE,False
BACILLUS/ROSE FLOWER/SOYBEAN FERMENT FILTRATE,BACILLUS/ROSE FLOWER/SOYBEAN FERMENT FILTRATE,False
BACILLUS/ROSEMARY LEAF/SOYBEAN FERMENT EXTRACT FILTRATE,BACILLUS/ROSEMARY LEAF/SOYBEAN FERMENT EXTRACT FILTRATE,False
BACILLUS/ROYAL JELLY/GREEN TEA/SOYBEAN FERMENT FILTRATE,BACILLUS/ROYAL JELLY/GREEN TEA/SOYBEAN FERMENT FILTRATE,False
BACILLUS/ROYAL JELLY/SOYBEAN FERMENT FILTRATE EXTRACT,BACILLUS/ROYAL JELLY/SOYBEAN FERMENT FILTRATE EXTRACT,False
BACILLUS/SARGASSUM MUTICUM FERMENT EXTRACT FILTRATE,BACILLUS/SARGASSUM MUTICUM FERMENT EXTRACT FILTRATE,False
BACILLUS/SEA CUCUMBER FERMENT EXTRACT FILTRATE,BACILLUS/SEA CUCUMBER FERMENT EXTRACT FILTRATE,False
BACILLUS/SILK/SOYBEAN FERMENT FILTRATE,BACILLUS/SILK/SOYBEAN FERMENT FILTRATE,False
BACILLUS/SILK/SOYBEAN/TAGETES ERECTA FLOWER FERMENT FILTRATE,BACILLUS/SILK/SOYBEAN/TAGETES ERECTA FLOWER FERMENT FILTRATE,False
BACILLUS/SPIRODELA POLYRHIZA EXTRACT/VOLCANIC ASH EXTRACT FERMENT FILTRATE,BACILLUS/SPIRODELA POLYRHIZA EXTRACT/VOLCANIC ASH EXTRACT FERMENT FILTRATE,False
BACILLUS/TAGETES PATULA FLOWER/SOYBEAN FERMENT FILTRATE,BACILLUS/TAGETES PATULA FLOWER/SOYBEAN FERMENT FILTRATE,False
BACILLUS/TURMERIC ROOT/SOYBEAN FERMENT FILTRATE,BACILLUS/TURMERIC ROOT/SOYBEAN FERMENT FILTRATE,False
BACILLUS/VIGNA ANGULARIS SEED FERMENT FILTRATE,BACILLUS/VIGNA ANGULARIS SEED FERMENT FILTRATE,False
BACILLUS/ZIZANIA LATIFOLIA FERMENT FILTRATE,BACILLUS/ZIZANIA LATIFOLIA FERMENT FILTRATE,False
BACILLUS/ZIZANIA LATIFOLIA LEAF FERMENT EXTRACT,BACILLUS/ZIZANIA LATIFOLIA LEAF FERMENT EXTRACT,False
BACKHOUSIA ANISATA LEAF EXTRACT,BACKHOUSIA ANISATA LEAF EXTRACT,False
BACKHOUSIA CITRIODORA LEAF EXTRACT,BACKHOUSIA CITRIODORA LEAF EXTRACT,False
